timestamp,mileage,temperature,pressure,rpm,failure_event
2024-01-01 00:00:00,1054.9671415301125,-0.0565052916927588,0.23722494343528203,0.22443616751345924,0
2024-01-01 01:00:00,1102.625607782879,-0.07340469486306522,0.3442075390354122,0.27610004102230085,0
2024-01-01 02:00:00,1147.9308639235294,-0.03424410680328313,0.312813652703397,0.24474701233630872,0
2024-01-01 03:00:00,1200.3504866391895,-0.17233975241839034,0.19596037928318036,0.20689369311218428,0
2024-01-01 04:00:00,1240.2221754358454,-0.14965818844011833,0.13444696480683285,0.11181709961166121,0
2024-01-01 05:00:00,1304.878663125061,-0.16595414093705874,0.13902161272178876,0.015902740672326342,0
2024-01-01 06:00:00,1349.434835879809,-0.15794803379093894,0.06104841036264049,0.041194813287749675,0
2024-01-01 07:00:00,1393.428448980621,-0.1790017381879118,0.02028624421635121,0.1658905850484113,0
2024-01-01 08:00:00,1443.2934767332415,-0.25534459178511043,0.07600893645286688,0.08370312400427084,0
2024-01-01 09:00:00,1495.382112683289,-0.39678853953162624,-0.013968037869862508,0.09695586538067835,0
2024-01-01 10:00:00,1552.7667784832431,-0.38441961788778467,-0.021802544596947675,0.0766854988582499,0
2024-01-01 11:00:00,1587.9815585795689,-0.43637612085075905,-0.0530081749384782,0.14785119791260842,0
2024-01-01 12:00:00,1641.4177414752537,-0.5636278233548659,-0.0310533478893395,0.12192737472586689,0
2024-01-01 13:00:00,1684.6485214721938,-0.5194786025333019,0.03879094661992985,0.1846213556568911,0
2024-01-01 14:00:00,1726.2563462399671,-0.5417967562876113,0.06123214097382294,0.25029526659059104,0
2024-01-01 15:00:00,1771.4646038615144,-0.5551971435639758,-0.01371569756960838,0.1697663755080135,0
2024-01-01 16:00:00,1829.5898620854564,-0.4573072276055121,-0.018593969605205676,0.23732442928006817,0
2024-01-01 17:00:00,1883.2062223359328,-0.5038703117433458,0.0058885064335593785,0.34086538671051925,0
2024-01-01 18:00:00,1932.8479619448333,-0.39093835814662514,-0.17158417381201327,0.39619604273844206,0
2024-01-01 19:00:00,1983.718432627215,-0.4125199394238795,-0.1653679083716281,0.2623924694920371,0
2024-01-01 20:00:00,2031.52171374884,-0.3867444727833368,-0.06524907740987262,0.22750240525185841,0
2024-01-01 21:00:00,2073.436777719908,-0.42296000528005634,-0.003235842962962498,0.24963400172534178,0
2024-01-01 22:00:00,2118.1391756822377,-0.38591368248081814,0.0033406032903665825,0.3148433939574375,0
2024-01-01 23:00:00,2161.1186447434643,-0.4095634932204586,-0.02322247140490506,0.2163192481423849,0
2024-01-02 00:00:00,2214.07984751411,-0.3907211953116338,-0.02287606409442293,0.20052679110975516,0
2024-01-02 01:00:00,2249.9261400936057,-0.4210822924820311,-0.04609300367840012,0.14651731019684985,0
2024-01-02 02:00:00,2298.3132829769456,-0.39191894117009574,0.08168525490357485,0.15826992666958875,0
2024-01-02 03:00:00,2350.888786884173,-0.3972922558373242,-0.048300471503762966,0.15648500678597912,0
2024-01-02 04:00:00,2401.491088983584,-0.21950177753192604,-0.06133182174506532,0.1767852397040895,0
2024-01-02 05:00:00,2451.1439712865317,-0.3038539515387893,0.016087858368524253,0.22740553562258264,0
2024-01-02 06:00:00,2509.0542907569616,-0.3694911983743258,0.11111911381639951,0.13303261603073951,0
2024-01-02 07:00:00,2564.9228616949645,-0.2113897468582261,0.04401596846568848,0.09490932924277343,0
2024-01-02 08:00:00,2615.9193753458408,-0.24772932424151695,-0.06103257035607664,0.09952500367501912,0
2024-01-02 09:00:00,2655.2963382085795,-0.21354664104620036,-0.1233182800907657,0.20386692619423424,0
2024-01-02 10:00:00,2697.463805285217,-0.23679221269331602,-0.06820716230792358,0.1210048716961505,0
